UNIQUE_CARRIER:14070:<string>,ORIGIN:14070:<string>,origin_passengers:14070:<double>
G4,PIA,161648
G4,PIB,622
G4,PIE,1202879
G4,PIH,711
G4,PIT,218760
G4,POB,425
G4,PSC,46013
G4,PSM,52793
G4,PSP,13052
G4,PUJ,19523
G4,PUW,661
G4,PVD,33879
G4,PVU,304276
G4,PWM,475
G4,RAP,59166
G4,RCA,127
G4,RDU,641
G4,RFD,128935
G4,RIC,41623
G4,RIV,1070
G4,RNO,1651
G4,ROA,34252
G4,ROC,10139
G4,SAN,27172
G4,SAT,4343
G4,SAV,101075
G4,SBA,52
G4,SBN,121474
G4,SBP,961
G4,SCE,113
G4,SCK,63644
G4,SDF,100724
G4,SFB,1380983
G4,SGF,126248
G4,SGU,1031
G4,SHD,156
G4,SHV,21062
G4,SJC,642
G4,SJD,277
G4,SJT,81
G4,SJU,277
G4,SLC,1190
G4,SLN,98
G4,SMF,2011
G4,SMX,13029
G4,SNA,167613
G4,SPI,16216
G4,SRQ,376827
G4,STC,22443
G4,STL,174
G4,SUU,171
G4,SUX,400
G4,SVN,225
G4,SWF,65255
G4,SYR,105357
G4,TCL,255
G4,TCM,144
G4,TIK,111
G4,TLH,648
G4,TOL,58579
G4,TRI,23106
G4,TTN,140
G4,TUL,58387
G4,TUP,228
G4,TUS,373
G4,TVC,45801
G4,TYS,412589
G4,USA,102388
G4,VLD,180
G4,VOK,103
G4,VPS,320369
G4,VZL,77
G4,WRI,417
G4,XNA,118538
G4,YIP,854
G4,YKM,188
G4,YNG,370
G4,YUM,209
G7,ABE,16318
G7,ACK,9738
G7,ALB,25725
G7,AVL,2890
G7,AVP,39068
G7,BDL,80
G7,BGR,69
G7,BHM,26997
G7,BNA,50
G7,BOS,43
G7,BTV,10635
G7,BUF,26450
G7,BWI,47
G7,CAK,40
G7,CHO,4
G7,CID,4902
G7,CLE,4984
G7,CLT,1555
G7,CMH,13866
G7,CRW,15
G7,CVG,35745
G7,DAY,14535
G7,DCA,123246
G7,DSM,3644
G7,DTW,9079
G7,EWR,558297
G7,FAR,74
G7,FNT,797
G7,FSD,18013
G7,FWA,41
G7,GRB,12830
G7,GRR,12122
G7,GSO,19981
G7,GSP,6077
G7,HHH,19
G7,IAD,186361
G7,ICT,2428
G7,ILM,26036
G7,IND,8258
G7,ITH,24247
G7,LEX,8891
G7,LGA,1074
G7,LIT,17078
G7,LNK,7271
G7,MCI,1508
G7,MDT,12120
G7,MEM,19852
G7,MHT,24876
G7,MKE,108
G7,MLI,4765
G7,MSN,15796
G7,MYR,374
G7,OMA,868
G7,ORD,453242
G7,ORF,10746
G7,PHL,6127
G7,PIA,4021
G7,PIT,16801
G7,PQI,14832
G7,PVD,44107
G7,PWM,13230
G7,RDU,2188
G7,RIC,127490
G7,ROC,35982
G7,SAV,2188
G7,SBN,172
G7,SCE,33752
G7,SDF,17051
G7,SGF,1808
G7,STL,92182
G7,SYR,33755
G7,TUL,9874
G7,TVC,22977
G7,TYS,2498
G7,XNA,6245
G7,YOW,46505
GCA,ABE,225
GCA,ABI,486
GCA,ABQ,0
GCA,ACT,35
GCA,ADW,394
GCA,AEX,83692
GCA,AFW,26
GCA,AGS,0
GCA,AGU,1
GCA,ALB,83
GCA,ALO,42
GCA,AMA,264
GCA,ATL,836
GCA,AUA,0
GCA,AUS,313
GCA,AZA,38077
GCA,BAQ,0
GCA,BDA,0
GCA,BDL,321
GCA,BED,4242
GCA,BFI,3665
GCA,BFL,131
GCA,BGI,133
GCA,BHM,492
GCA,BIF,150
GCA,BKL,59
GCA,BMG,91
GCA,BNA,494
GCA,BOG,1878
GCA,BOI,484
GCA,BOS,75
GCA,BQN,215
GCA,BRO,89
GCA,BTR,212
GCA,BUF,3895
GCA,BUR,73
GCA,BWI,318
GCA,BZN,262
GCA,CAE,107
GCA,CAP,8017
GCA,CCS,62
GCA,CEF,79
GCA,CHO,97
GCA,CHS,40
GCA,CID,311
GCA,CKB,102
GCA,CLE,48
GCA,CLL,405
GCA,CLT,394
GCA,CMH,226
GCA,CMI,495
GCA,CMW,45
GCA,COU,42
GCA,CRP,108
GCA,CSG,8516
GCA,CSL,32
GCA,CUN,2982
GCA,CUR,16628
GCA,CUU,0
GCA,CVG,895
GCA,DAB,157
GCA,DAL,1145
GCA,DAY,0
GCA,DEN,3384
GCA,DFW,164
GCA,DSM,152
GCA,DTW,1119
GCA,EDF,0
GCA,EFD,157
GCA,ELP,21651
GCA,EUG,0
GCA,EWR,3196
GCA,FCA,175
GCA,FLG,126
GCA,FLL,1687
GCA,FOE,800
GCA,FSD,36
GCA,FTW,36
GCA,FYV,181
GCA,GCM,581
GCA,GDL,80
GCA,GEG,98
GCA,GFK,84
GCA,GNV,0
GCA,GRB,0
GCA,GRK,70
GCA,GRR,121
GCA,GSO,119
GCA,GSP,161
GCA,GTF,166
GCA,GTR,37
GCA,GUA,5111
GCA,GYE,1674
GCA,GYY,5147
GCA,HAV,8661
GCA,HOG,9069
GCA,HOP,0
GCA,HOU,558
GCA,HOW,0
GCA,HPN,774
GCA,HRL,82766
GCA,IAD,639
GCA,IAG,0
GCA,IAH,1920
GCA,ICT,701
GCA,ILG,133
GCA,IND,250
GCA,INT,109
GCA,ISP,274
GCA,JAX,2347
GCA,JFK,853
GCA,KIN,97
GCA,LAF,530
GCA,LAL,0
GCA,LAN,173
GCA,LAR,0
GCA,LAS,5691
GCA,LAX,349
GCA,LBB,129
GCA,LCK,0
GCA,LEX,276
GCA,LFT,179
GCA,LIM,160
GCA,LIT,0
GCA,LNK,143
GCA,LRD,18085
GCA,LRM,109
GCA,LSE,0
GCA,LUK,98
GCA,MBJ,318
GCA,MCI,4845
GCA,MCO,1556
GCA,MDE,262
GCA,MDH,144
GCA,MDT,6370
GCA,MDW,215
GCA,MEC,51
GCA,MEM,190
GCA,MEX,1244
GCA,MFE,2346
GCA,MGA,153
GCA,MGE,0
GCA,MGM,0
GCA,MHK,466
GCA,MHR,100
GCA,MHV,0
GCA,MIA,57692
GCA,MIB,145
GCA,MID,0
GCA,MKC,169
GCA,MKE,1199
GCA,MSN,329
GCA,MSO,299
GCA,MSP,1382
GCA,MSY,238
GCA,MTY,47
GCA,MZJ,0
GCA,NAS,1476
GCA,NBW,583
GCA,NJK,80
GCA,NKX,88
GCA,OAJ,114
GCA,OAK,57
GCA,OKC,417
GCA,OMA,1837
GCA,ONT,101
GCA,ORD,161
GCA,ORF,362
GCA,PAH,129
GCA,PAP,44
GCA,PBI,135
GCA,PDX,358
GCA,PGV,65
GCA,PHF,150
GCA,PHL,101
GCA,PHX,523
GCA,PIB,35
GCA,PIT,198
GCA,POS,0
GCA,PSM,64
GCA,PSP,0
GCA,PTY,273
GCA,PUJ,13828
GCA,PVD,254
GCA,PVR,142
GCA,PVU,140
GCA,RDU,1316
GCA,RIC,6070
GCA,RIV,0
GCA,ROA,236
GCA,RSW,0
GCA,SAL,2025
GCA,SAN,18287
GCA,SAP,3683
GCA,SAT,838
GCA,SAV,88
GCA,SBA,29
GCA,SBN,243
GCA,SCE,343
GCA,SDF,169
GCA,SDQ,1870
GCA,SFB,266
GCA,SFJ,85
GCA,SFO,0
GCA,SHV,100
GCA,SJC,0
GCA,SJO,297
GCA,SJU,6003
GCA,SKA,66
GCA,SKB,289
GCA,SKF,81
GCA,SLC,145
GCA,SMF,465
GCA,SMX,62
GCA,SNU,6237
GCA,SSC,0
GCA,STL,48
GCA,STT,353
GCA,STX,52
GCA,SUX,0
GCA,SVD,325
GCA,SVN,95
GCA,SWO,42
GCA,SXM,65
GCA,SYR,556
GCA,TAM,0
GCA,TCL,197
GCA,TCS,0
GCA,TLH,778
GCA,TOL,5139
GCA,TPA,7644
GCA,TUL,152
GCA,TUS,8700
GCA,USA,315
GCA,VCV,2531
GCA,VOK,0
GCA,WRI,0
GCA,XNA,155
GCA,XWA,257
GCA,YEG,130
GCA,YIP,169
GCA,YKM,115
GCA,YQX,0
GCA,YUL,271
GCA,YUM,6258
GCA,YXU,124
GCA,YYC,166
GCA,YYR,99
GCA,YYZ,438
GCA,ZIH,0
GCH,BLD,0
GCQ,AGP,6
GCQ,AMS,5
GCQ,AXA,0
GCQ,AZA,12
GCQ,BED,5
GCQ,BFI,10
GCQ,BQH,2
GCQ,CIA,1
GCQ,CLE,4
GCQ,COU,3
GCQ,DAL,7
GCQ,EDI,7
GCQ,FAB,8
GCQ,FLL,0
GCQ,FRG,4
GCQ,FTY,65
GCQ,FXE,0
GCQ,GCM,13
GCQ,GDN,4
GCQ,GON,0
GCQ,GUA,0
GCQ,HAV,0
GCQ,HOU,0
GCQ,IAD,0
GCQ,JTR,10
GCQ,KLU,85
GCQ,LAS,11
GCQ,LAX,1
GCQ,LBG,17
GCQ,LPA,0
GCQ,LPL,2
GCQ,LRD,0
GCQ,LTN,7
GCQ,MAD,3
GCQ,MAN,2
GCQ,MIA,11
GCQ,MSY,2
GCQ,NAS,0
GCQ,NCE,4
GCQ,OLB,2
GCQ,OPF,13
GCQ,ORF,0
GCQ,ORL,12
GCQ,PSA,7
GCQ,PWK,8
GCQ,RSW,1
GCQ,SFJ,0
GCQ,SFO,12
GCQ,SLP,0
GCQ,SNN,2
GCQ,TEB,0
GCQ,TPA,2
GCQ,TTN,1
GCQ,VIE,2
GCQ,YYZ,2
GEQ,ACK,1
GEQ,ALB,0
GEQ,BCN,3
GEQ,BED,2
GEQ,BFI,5
GEQ,BGR,16
GEQ,BNA,2
GEQ,BOS,31
GEQ,CHA,15
GEQ,CLE,5
GEQ,CNF,0
GEQ,COR,4
GEQ,CQM,2
GEQ,CRW,8
GEQ,DTW,4
GEQ,EWR,18
GEQ,FAB,4
GEQ,FNC,4
GEQ,GLA,4
GEQ,GSP,19
GEQ,IAD,11
GEQ,IQT,2
GEQ,JFK,2
GEQ,KEF,1
GEQ,LAS,4
GEQ,LCQ,5
GEQ,LEX,2
GEQ,LRM,1
GEQ,LTN,7
GEQ,MAD,97
GEQ,MAS,2
GEQ,MDW,14
GEQ,MIA,0
GEQ,MUC,5
GEQ,NAS,4
GEQ,NHT,1
GEQ,NUQ,1
GEQ,OPF,3
GEQ,PAD,1
GEQ,PBI,0
GEQ,PDK,1
GEQ,PMI,23
GEQ,PSM,16
GEQ,RDU,1
GEQ,RWI,5
GEQ,SAV,3
GEQ,SBA,1
GEQ,SCQ,23
GEQ,SDR,2
GEQ,SFO,4
GEQ,SJC,8
GEQ,SMA,3
GEQ,SUN,6
GEQ,SWF,4
GEQ,TEB,79
GEQ,TPA,0
GEQ,TWF,1
GEQ,VNY,2
GEQ,YYZ,2
GEQ,ZAZ,6
GEQ,ZRH,2
GFQ,ABQ,0
GFQ,AFW,0
GFQ,ANB,0
GFQ,ATL,0
GFQ,BFF,0
GFQ,BIL,0
GFQ,BMI,0
GFQ,BQN,0
GFQ,BTL,0
GFQ,BTV,0
GFQ,BUF,0
GFQ,CAK,0
GFQ,CHA,0
GFQ,CMH,0
GFQ,CNO,0
GFQ,CRW,0
GFQ,CUU,0
GFQ,CVG,0
GFQ,CYB,0
GFQ,DAL,0
GFQ,DAY,0
GFQ,DCU,0
GFQ,DHN,0
GFQ,DRT,0
GFQ,DTO,0
GFQ,ELP,0
GFQ,ERI,0
GFQ,EVV,0
GFQ,EWR,0
GFQ,FAR,0
GFQ,FLL,0
GFQ,FWA,0
GFQ,GCM,0
GFQ,GDC,0
GFQ,GSO,0
GFQ,GSP,0
GFQ,GUA,0
GFQ,GYY,0
GFQ,HMO,0
GFQ,IAG,0
GFQ,IN6,0
GFQ,IND,0
GFQ,JZT,0
GFQ,LAF,0
GFQ,LCK,0
GFQ,LEX,0
GFQ,LGB,0
GFQ,LIT,0
GFQ,LNS,0
GFQ,LRD,0
GFQ,MCI,0
GFQ,MDT,0
GFQ,MEM,0
GFQ,MFE,0
GFQ,MGA,0
GFQ,MIA,0
GFQ,MID,0
GFQ,MKG,0
GFQ,MKL,0
GFQ,MQY,0
GFQ,MSP,0
GFQ,MTY,0
GFQ,NAS,0
GFQ,OAK,0
GFQ,OGD,0
GFQ,OPF,0
GFQ,ORH,0
GFQ,PAE,0
GFQ,PBC,0
GFQ,PTK,0
GFQ,QRO,0
GFQ,RFD,0
GFQ,SAL,0
GFQ,SAN,0
GFQ,SAP,0
GFQ,SAT,0
GFQ,SDF,0
GFQ,SDM,0
GFQ,SDQ,0
GFQ,SLC,0
GFQ,SLP,0
GFQ,SLW,0
GFQ,STL,0
GFQ,T8X,0
GFQ,TCL,0
GFQ,TIJ,0
GFQ,TLC,0
GFQ,TNT,0
GFQ,TOL,0
GFQ,TPA,0
GFQ,TUP,0
GFQ,TVF,0
GFQ,YHM,0
GFQ,YIP,0
GFQ,YMX,0
GFQ,YNG,0
GFQ,YQG,0
GJQ,AHO,2
GJQ,ATH,12
GJQ,AVN,1
GJQ,BCN,2
GJQ,BDA,6
GJQ,BGR,38
GJQ,BOS,6
GJQ,DPA,10
GJQ,DUB,4
GJQ,EWR,9
GJQ,FMM,2
GJQ,GOA,1
GJQ,HUY,2
GJQ,KEF,24
GJQ,MAD,2
GJQ,PMI,1
GJQ,PSA,7
GJQ,PTP,1
GJQ,PWM,2
GJQ,SFB,3
GJQ,SFJ,2
GJQ,SMA,2
GJQ,SNN,4
GJQ,TEB,6
GJQ,TIV,2
GJQ,VNY,11
GJQ,YYR,9
GJQ,YYT,4
GQQ,ANC,1875
GQQ,ENA,54
GQQ,HOM,348
GQQ,KSM,634
GQQ,OTZ,0
GQQ,RDB,3
GQQ,SCC,0
GQQ,TOG,4
GQQ,UNK,71
GQQ,VDZ,541
GU,GUA,33803
GU,LAX,30055
GV,7AK,1013
GV,ADK,15
GV,AKB,276
GV,AKI,23
GV,AKN,2843
GV,ANC,53899
GV,ANI,5
GV,ANV,14
GV,ATT,2307
GV,AUK,2857
GV,BET,53404
GV,BVU,163
GV,CDB,599
GV,CHU,3
GV,CKD,2
GV,CLP,1236
GV,CYF,3921
GV,CZF,50
GV,DLG,9750
GV,DUT,1674
GV,EEK,3614
GV,EGX,537
GV,EHM,63
GV,EMK,8410
GV,ENA,56559
GV,GAL,2
GV,GNU,38
GV,HCR,5
GV,HOM,8
GV,HPB,5697
GV,IGG,104
GV,IKO,157
GV,KCG,253
GV,KCL,306
GV,KCQ,420
GV,KEK,1226
GV,KFP,83
GV,KGK,1462
GV,KGX,13
GV,KKH,2596
GV,KKI,1674
GV,KLG,21
GV,KLL,651
GV,KMO,1818
GV,KNW,2280
GV,KOT,2817
GV,KPN,4993
GV,KPV,361
GV,KSM,3017
GV,KTN,0
GV,KUK,2777
GV,KVC,408
GV,KWK,2274
GV,KWN,4928
GV,KWT,1826
GV,MCG,0
GV,MLL,2150
GV,MOU,3146
GV,MYU,1043
GV,NLG,22
GV,NME,1568
GV,NNK,5
GV,NNL,0
GV,NUP,2407
GV,OOK,3362
GV,OTZ,0
GV,PAQ,0
GV,PCA,0
GV,PIP,338
GV,PKA,49
GV,PML,5
GV,PQS,2482
GV,PTA,0
GV,PTH,766
GV,PTU,5
GV,RSH,25
GV,SCM,4042
GV,SDP,0
GV,SHX,0
GV,SIT,0
GV,SKW,0
GV,SLQ,4
GV,SMK,10
GV,SNP,187
GV,SRV,18
GV,STG,297
GV,SWD,4
GV,SXP,1042
GV,TLT,20
GV,TNK,2310
GV,TOG,3084
GV,TWA,2035
GV,UGS,130
GV,UNK,0
GV,VAK,6348
GV,WBB,7
GV,WLK,0
GV,WNA,100
GV,WSN,242
GV,WTL,2787
GV,WWA,0
GV,WWT,1896
GWQ,ASD,6
GWQ,BCT,3
GWQ,ELH,1
GWQ,FLL,6
GWQ,FXE,5
GWQ,MHH,7
GWQ,NAS,14
H8,LIM,60771
H8,MIA,57889
H8,YYR,0
HA,AKL,11274
HA,AUS,37971
HA,BOS,51957
HA,CVG,0
HA,DEN,225
HA,FAT,125
HA,FUK,31321
HA,GEG,122
HA,HND,153694
HA,HNL,4419137
HA,IAH,121
HA,ICN,59525
HA,ITO,494687
HA,JFK,82798
HA,KIX,85226
HA,KOA,786616
HA,LAS,326099
HA,LAX,520920
HA,LGB,110212
HA,LIH,859207
HA,NRT,66866
HA,OAK,162459
HA,OGG,1573204
HA,ONT,62387
HA,PDX,151234
HA,PHX,94074
HA,PPG,31421
HA,PPT,11476
HA,RAR,6352
HA,SAN,149795
HA,SBD,0
HA,SEA,170489
HA,SFO,151647
HA,SJC,111943
HA,SLC,36916
HA,SMF,161627
HA,SYD,53940
HAQ,ABE,2
HAQ,ALB,2
HAQ,APA,1
HAQ,APF,23
HAQ,AUS,10
HAQ,AXA,11
HAQ,BCT,23
HAQ,BDA,6
HAQ,BFI,6
HAQ,BHM,4
HAQ,BNA,12
HAQ,BRO,1
HAQ,BWI,8
HAQ,BZN,8
HAQ,CAE,1
HAQ,CLM,2
HAQ,CMH,1
HAQ,COS,2
HAQ,DAL,3
HAQ,DAY,12
HAQ,DET,2
HAQ,ERI,8
HAQ,FLL,12
HAQ,GRB,3
HAQ,GTF,7
HAQ,HOU,8
HAQ,HPN,2
HAQ,HVN,2
HAQ,IAD,7
HAQ,IND,4
HAQ,LAS,20
HAQ,LAX,8
HAQ,MCO,2
HAQ,MDW,8
HAQ,MEM,6
HAQ,MIA,19
HAQ,MLB,6
HAQ,NAS,10
HAQ,ORL,13
HAQ,OTH,7
HAQ,PBI,13
HAQ,PHL,2
HAQ,PHX,7
HAQ,PIE,10
HAQ,PNS,2
HAQ,PSP,6
HAQ,PVR,6
HAQ,RSW,3
HAQ,SAV,0
HAQ,SCF,17
HAQ,SDF,3
HAQ,SEA,3
HAQ,SJD,2
HAQ,SNA,5
HAQ,SRQ,20
HAQ,SUS,2
HAQ,SXM,11
HAQ,TCL,4
HAQ,TEB,19
HAQ,TTN,2
HAQ,VNY,3
HAQ,YAM,5
HAQ,YHM,209
HAQ,YPQ,3
HAQ,YQA,1
HAQ,YQM,10
HAQ,YTZ,2
HAQ,YXU,14
HAQ,YYZ,59
HC,DSS,13620
HC,JFK,10500
HQC,PMI,2
HQC,VNY,5
HUQ,ACK,2
HUQ,AMS,6
HUQ,AZA,4
HUQ,BDL,2
HUQ,BER,0
HUQ,BGI,2
HUQ,BOS,10
HUQ,CAI,10
HUQ,CH1,11
HUQ,CH2,2
HUQ,CIA,2
HUQ,CLE,2
HUQ,DAL,0
HUQ,DUB,0
HUQ,EWB,0
HUQ,EWR,9
HUQ,FAB,2
HUQ,FDH,5
HUQ,FLL,0
HUQ,FXE,7
HUQ,HPN,9
HUQ,IAD,3
HUQ,ISO,6
HUQ,LBG,12
HUQ,LCA,3
HUQ,LTN,19
HUQ,MAD,1
HUQ,MCO,0
HUQ,MIA,2
HUQ,MXP,6
HUQ,NAS,0
HUQ,NCE,13
HUQ,OPF,8
HUQ,PBI,0
HUQ,PHX,0
HUQ,PIE,0
HUQ,PVR,9
HUQ,RDU,0
HUQ,RIC,8
HUQ,ROB,4
HUQ,SNN,13
HUQ,STL,0
HUQ,SUS,2
HUQ,SXM,0
HUQ,TEB,34
HUQ,TLN,1
HUQ,TMB,0
HUQ,TOS,0
HUQ,TUF,8
HUQ,VIE,5
HUQ,VNY,0
HUQ,YUL,0
HUQ,YYZ,0
HUQ,ZRH,7
HX,HKG,8110
HX,SPN,8395
HY,JFK,42622
HY,TAS,45124
HYP,AGP,6
HYP,BGR,2
HYP,DTW,6
HYP,EWR,1
HYP,LTN,1
HYP,MAD,2
HYP,SJC,0
HYP,TEB,2
HYP,TMB,6
HYP,YVR,3
I4,HNH,83
I4,JNU,312
I4,KAE,311
I4,KLW,14051
I4,KTN,14738
I4,SGY,6
I4,SIT,394
I4,YAK,3
IB,BCN,295955
IB,BOS,141992
IB,CLT,113
IB,DFW,75105
IB,IAD,29562
IB,IND,272
IB,JFK,292827
IB,LAX,142212
IB,MAD,885539
IB,MIA,231232
IB,NAS,267
IB,ORD,93247
IB,SDQ,278
IB,SFO,54015
IB,SJU,94577
IFQ,ACY,1
IFQ,AGP,11
IFQ,ALC,2
IFQ,AMS,8
IFQ,ANC,10
IFQ,ASE,8
IFQ,AUS,11
IFQ,AVL,3
IFQ,BCN,9
IFQ,BCT,20
IFQ,BDL,1
IFQ,BED,7
IFQ,BEG,2
IFQ,BER,11
IFQ,BGR,28
IFQ,BIO,13
IFQ,BLM,16
IFQ,BLQ,4
IFQ,BNA,5
IFQ,BOS,24
IFQ,BUD,2
IFQ,CAT,4
IFQ,CGN,6
IFQ,CHS,1
IFQ,CIA,10
IFQ,CLE,6
IFQ,CLT,2
IFQ,CTS,4
IFQ,CUN,2
IFQ,CVG,3
IFQ,DUB,6
IFQ,EDI,9
IFQ,EWR,18
IFQ,FAB,7
IFQ,FAR,8
IFQ,FCA,2
IFQ,FLL,31
IFQ,FOK,12
IFQ,FRG,2
IFQ,FTW,2
IFQ,FXE,5
IFQ,GDN,6
IFQ,GLA,5
IFQ,GNV,2
IFQ,GRO,2
IFQ,GVA,6
IFQ,HAM,2
IFQ,HKG,2
IFQ,HOU,18
IFQ,HPN,21
IFQ,IAD,18
IFQ,IAH,4
IFQ,IBZ,8
IFQ,IST,4
IFQ,JAX,1
IFQ,KEF,53
IFQ,LAS,12
IFQ,LAX,78
IFQ,LBG,38
IFQ,LIN,7
IFQ,LIT,2
IFQ,LTN,42
IFQ,LYS,0
IFQ,MAD,2
IFQ,MCO,10
IFQ,MEM,8
IFQ,MIA,4
IFQ,MOT,4
IFQ,MRS,5
IFQ,MUC,3
IFQ,NCE,46
IFQ,NRT,2
IFQ,NUE,19
IFQ,OPF,32
IFQ,ORD,15
IFQ,ORK,4
IFQ,ORL,6
IFQ,PBI,24
IFQ,PDK,15
IFQ,PEG,3
IFQ,PHL,19
IFQ,PIE,6
IFQ,PIT,1
IFQ,PMI,1
IFQ,PMO,9
IFQ,PSA,9
IFQ,PUF,7
IFQ,QSR,12
IFQ,RST,15
IFQ,RSW,5
IFQ,SBA,2
IFQ,SCQ,2
IFQ,SEA,2
IFQ,SFO,5
IFQ,SNN,25
IFQ,SRQ,2
IFQ,STN,5
IFQ,SVQ,1
IFQ,SXM,1
IFQ,TEB,47
IFQ,THU,1
IFQ,TOL,6
IFQ,TPA,17
IFQ,VNY,6
IFQ,YFB,10
IFQ,YHZ,3
IFQ,YQB,3
IFQ,YYR,37
IFQ,YYT,6
IFQ,ZAD,1
IFQ,ZRH,20
IGA,BED,7
IGA,PT1,7
IWQ,ASD,0
IWQ,BCT,6
IWQ,BIM,0
IWQ,CAT,11
IWQ,CRG,3
IWQ,FLL,52
IWQ,FPO,13
IWQ,FPR,4
IWQ,FXE,1477
IWQ,GGT,3
IWQ,MHH,4
IWQ,MIA,17
IWQ,NAS,1264
IWQ,ORL,11
IWQ,PBI,25
IWQ,PPM,2
IWQ,RSD,2
IWQ,SML,75
IWQ,TPA,3
J5,AGN,2338
J5,BFI,1
J5,BNF,16
J5,CBA,18
J5,ELV,478
J5,EXI,26
J5,FAK,4
J5,FNR,20
J5,GST,575
J5,HNH,5640
J5,HNS,8100
J5,JNU,27220
J5,KAE,3205
J5,KLW,2253
J5,KTN,38
J5,PBK,347
J5,PEC,903
J5,PSG,37
J5,PTD,5
J5,RDB,0
J5,SGY,5452
J5,SIT,4630
J5,TKE,875
J5,WRG,0
J5,YAK,19
JCO,AGP,4
JCO,APA,0
JCO,APF,0
JCO,AUS,0
JCO,BCN,11
JCO,BED,3
JCO,BGR,1
JCO,BOS,3
JCO,BQH,4
JCO,CHS,2
JCO,CIA,2
JCO,CLE,2
JCO,DAL,1
JCO,DFW,2
JCO,EDI,5
JCO,EIS,8
JCO,FAB,39
JCO,FLL,9
JCO,GTF,5
JCO,HOU,5
JCO,HPN,3
JCO,IAD,9
JCO,LAS,2
JCO,LAX,4
JCO,LIN,2
JCO,LTN,67
JCO,MCO,6
JCO,MIA,0
JCO,MXP,2
JCO,NAS,9
JCO,NCE,2
JCO,NHT,0
JCO,OAK,4
JCO,OPF,2
JCO,ORD,0
JCO,PBI,3
JCO,RDU,0
JCO,RST,2
JCO,SAN,0
JCO,SAT,2
JCO,SJC,0
JCO,STL,4
JCO,SXM,0
JCO,TEB,50
JCO,TPA,6
JCO,TTN,0
JCO,VNY,3
JCO,WJF,4
JEQ,BFI,2
JEQ,EWR,8
JEQ,IAD,2
JEQ,JFK,0
JEQ,KEF,6
JEQ,LTN,3
JEQ,OSL,2
JEQ,STN,6
JEQ,SWF,0
JJ,BFM,0
JJ,BOS,40517
JJ,BSB,299
JJ,FOR,36221
JJ,GRU,477205
JJ,JFK,97282
JJ,LAX,44065
JJ,MCO,58665
JJ,MIA,257869
JL,BOS,54514
JL,DFW,70482
JL,FUK,216
JL,GUM,41221
JL,HND,587028
JL,HNL,289714
JL,JFK,146741
JL,KIX,94298
JL,KOA,2579
JL,LAX,171494
JL,NGO,35354
JL,NRT,365472
JL,ORD,68417
JL,SAN,34040
JL,SEA,58231
JL,SFO,116420
JN,BET,6
JN,MCG,839
JN,MDO,4
JN,MRI,1969
JN,NCN,555
JN,NIB,894
JN,RQI,11
JN,TCT,337
JN,TEK,603
JN,TLJ,18
JQ,HNL,86309
JQ,MEL,28951
JQ,SYD,51643
JRQ,ADK,0
JRQ,ADQ,1
JRQ,AKB,0
JRQ,AKK,0
JRQ,AKN,159
JRQ,AKP,0
JRQ,ANC,17065
JRQ,BTI,0
JRQ,BVU,32
JRQ,CDB,9
JRQ,DLG,0
JRQ,DUT,40
JRQ,EGX,0
JRQ,ENA,18649
JRQ,GAM,15
JRQ,GLV,15
JRQ,GNU,10
JRQ,HOM,189
JRQ,IGG,8
JRQ,IKO,0
JRQ,ILI,3
JRQ,JZE,296
JRQ,KLL,0
JRQ,KLN,2
JRQ,KQA,8
JRQ,KTS,17
JRQ,LVD,14
JRQ,MRI,2
JRQ,NUI,0
JRQ,OME,0
JRQ,PGM,4
JRQ,PTU,0
JRQ,SCC,0
JRQ,SOV,0
JRQ,SVA,4
JRQ,SWD,0
JRQ,SXQ,21
JRQ,TLA,0
JRQ,UNK,19
JRQ,VDZ,25
JRQ,WMO,18
JU,BEG,42326
JU,JFK,38728
JWQ,ADW,28
JWQ,JAX,28
JWQ,JFK,19
JWQ,LAX,30
JWQ,LPA,4
JWQ,MIA,28
JWQ,PEK,22
JWQ,SNN,28
JX,GUM,353
JX,LAX,96639
JX,SEA,15214
JX,SFO,73989
JX,TPE,179421
K2,AKI,1726
K2,ANI,1041
K2,ANV,25
K2,ATT,1387
K2,AUK,883
K2,BET,20646
K2,CHU,92
K2,CKD,50
K2,CYF,370
K2,DLG,0
K2,EEK,481
K2,EHM,1
K2,EMK,750
K2,GNU,845
K2,HCR,148
K2,HPB,287
K2,KGX,106
K2,KKH,666
K2,KKI,1345
K2,KLG,1472
K2,KOT,775
K2,KPN,511
K2,KSM,621
K2,KUK,1792
K2,KWK,313
K2,KWN,777
K2,KWT,1416
K2,MLL,1183
K2,MOU,849
K2,MYU,2
K2,NME,289
K2,NUP,1418
K2,OOK,311
K2,PKA,1211
K2,PQS,1346
K2,PTU,415
K2,RDV,4
K2,RSH,2209
K2,SCM,244
K2,SHX,62
K2,SLQ,27
K2,SMK,4
K2,SRV,5
K2,SXP,430
K2,SXQ,0
K2,TLT,1905
K2,TNK,248
K2,VAK,420
K2,WBB,0
K2,WNA,1451
K2,WTL,707
K2,WWT,356
K3,CGA,118
K3,DOF,4
K3,EDA,92
K3,HYG,2
K3,HYL,90
K3,KCC,61
K3,KPB,7
K3,KTB,247
K3,KWF,0
K3,KXA,1
K3,MTM,569
K3,NKI,40
K3,PPV,38
K3,WFB,5799
K3,WHD,54
K3,WMK,6
K3,WWP,10
K3,ZXH,4
KAH,2WA,1376
KAH,ACV,18
KAH,ALW,22
KAH,APC,4
